Gene name	Synonym	Accession number	Functional category	Description
pqqE	<I>pqqIII</I>, <I>Rv0693</I>	Rv0693	7	PROBABLE COENZYME PQQ SYNTHESIS PROTEIN E PQQE (COENZYME PQQ SYNTHESIS PROTEIN III)
prcA	<I>Rv2109c</I>	Rv2109c	7	Proteasome alpha subunit PrcA; assembles with beta subunit PrcB.
prcB	<I>Rv2110c</I>	Rv2110c	7	Proteasome beta subunit PrcB; assembles with alpha subunit PrcA.
proA	<I>Rv2427c</I>	Rv2427c	7	PROBABLE GAMMA-GLUTAMYL PHOSPHATE REDUCTASE PROTEIN PROA (GPR) (GLUTAMATE-5-SEMIALDEHYDE DEHYDROGENASE) (GLUTAMYL-GAMMA-SEMIALDEHYDE DEHYDROGENASE)
proB	<I>Rv2439c</I>	Rv2439c	7	PROBABLE GLUTAMATE 5-KINASE PROTEIN PROB (GAMMA-GLUTAMYL KINASE) (GK)
proC	<I>Rv0500</I>	Rv0500	7	PROBABLE PYRROLINE-5-CARBOXYLATE REDUCTASE PROC (P5CR) (P5C REDUCTASE)
prsA	<I>Rv1017c</I>	Rv1017c	7	PROBABLE RIBOSE-PHOSPHATE PYROPHOSPHOKINASE PRSA (Phosphoribosyl pyrophosphate synthetase) (PRPP synthetase)
pta	<I>Rv0408</I>	Rv0408	7	PROBABLE PHOSPHATE ACETYLTRANSFERASE PTA (PHOSPHOTRANSACETYLASE)
pth	<I>Rv1014c</I>	Rv1014c	7	PROBABLE PEPTIDYL-TRNA HYDROLASE PTH
ptrBa	<I>ptrBb</I>, <I>Rv0781</I>	Rv0781	7	PROBABLE PROTEASE II PTRBA [FIRST PART] (OLIGOPEPTIDASE B)
ptrBb	<I>ptrBa</I>, <I>Rv0782</I>	Rv0782	7	PROBABLE PROTEASE II PTRBB [SECOND PART] (OLIGOPEPTIDASE B)
purA	<I>Rv0357c</I>	Rv0357c	7	PROBABLE ADENYLOSUCCINATE SYNTHETASE PURA (IMP--ASPARTATE LIGASE) (ADSS) (AMPSASE)
purB	<I>Rv0777</I>	Rv0777	7	PROBABLE ADENYLOSUCCINATE LYASE PURB (ADENYLOSUCCINASE) (ASL) (ASASE)
purC	<I>Rv0780</I>	Rv0780	7	PHOSPHORIBOSYLAMINOIMIDAZOLE- SUCCINOCARBOXAMIDE SYNTHASE PURC (SAICAR SYNTHETASE)
purD	<I>Rv0772</I>	Rv0772	7	PROBABLE PHOSPHORIBOSYLAMINE--GLYCINE LIGASE PURD (GARS) (GLYCINAMIDE RIBONUCLEOTIDE SYNTHETASE) (PHOSPHORIBOSYLGLYCINAMIDE SYNTHETASE) (5'-PHOSPHORIBOSYLGLYCINAMIDE SYNTHETASE)
purE	<I>Rv3275c</I>	Rv3275c	7	PROBABLE PHOSPHORIBOSYLAMINOIMIDAZOLE CARBOXYLASE CATALYTIC SUBUNIT PURE (AIR CARBOXYLASE) (AIRC)
purF	<I>Rv0808</I>	Rv0808	7	AMIDOPHOSPHORIBOSYLTRANSFERASE PURF (GLUTAMINE PHOSPHORIBOSYLPYROPHOSPHATE AMIDOTRANSFERASE) (ATASE) (GPATASE)
purH	<I>Rv0957</I>	Rv0957	7	PROBABLE BIFUNCTIONAL PURINE BIOSYNTHESIS PROTEIN PURH: PHOSPHORIBOSYLAMINOIMIDAZOLECARBOXAMIDE FORMYLTRANSFERASE (AICAR TRANSFORMYLASE) (5'-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE-4-CARBOXAMIDE FORMYLTRANSFERASE) + INOSINEMONOPHOSPHATE CYCLOHYDROLASE (IMP CYCLOHYDROLASE) (INOSINICASE) (IMP SYNTHETASE) (ATIC)
purK	<I>Rv3276c</I>	Rv3276c	7	PROBABLE PHOSPHORIBOSYLAMINOIMIDAZOLE CARBOXYLASE ATPASE SUBUNIT PURK (AIR CARBOXYLASE) (AIRC)
purL	<I>Rv0803</I>	Rv0803	7	PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE II PURL (FGAM SYNTHASE II)
purM	<I>Rv0809</I>	Rv0809	7	PROBABLE PHOSPHORIBOSYLFORMYLGLYCINAMIDINE CYCLO-LIGASE PURM (AIRS) (PHOSPHORIBOSYL-AMINOIMIDAZOLE SYNTHETASE) (AIR SYNTHASE)
purN	<I>Rv0956</I>	Rv0956	7	PROBABLE 5'-PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE PURN (GART) (GAR TRANSFORMYLASE) (5'-PHOSPHORIBOSYLGLYCINAMIDE TRANSFORMYLASE)
purQ	<I>Rv0788</I>	Rv0788	7	PROBABLE PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE I PURG (FGAM SYNTHASE I)
purT	<I>Rv0389</I>	Rv0389	7	PROBABLE PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE 2 PURT (GART 2) (GAR TRANSFORMYLASE 2) (5'-PHOSPHORIBOSYLGLYCINAMIDE TRANSFORMYLASE 2) (FORMATE-DEPENDENT GAR TRANSFORMYLASE)
purU	<I>Rv2964</I>	Rv2964	7	PROBABLE FORMYLTETRAHYDROFOLATE DEFORMYLASE PURU (FORMYL-FH(4) HYDROLASE)
pykA	<I>Rv1617</I>	Rv1617	7	Probable pyruvate kinase pykA
pyrB	<I>Rv1380</I>	Rv1380	7	PROBABLE ASPARTATE CARBAMOYLTRANSFERASE PYRB (ATCase) (Aspartate transcarbamylase)
pyrC	<I>Rv1381</I>	Rv1381	7	PROBABLE DIHYDROOROTASE PYRC (DHOase)
pyrD	<I>Rv2139</I>	Rv2139	7	Probable dihydroorotate dehydrogenase PyrD
pyrE	<I>umpA</I>, <I>Rv0382c</I>	Rv0382c	7	PROBABLE OROTATE PHOSPHORIBOSYLTRANSFERASE PYRE (OPRT) (OPRTASE)
pyrF	<I>Rv1385</I>	Rv1385	7	PROBABLE OROTIDINE 5'-PHOSPHATE DECARBOXYLASE PYRF (OMP decarboxylase) (OMPdecase)
pyrG	<I>Rv1699</I>	Rv1699	7	Probable CTP synthase PyrG
pyrH	<I>Rv2883c</I>	Rv2883c	7	PROBABLE URIDYLATE KINASE PYRH (UK) (URIDINE MONOPHOSPHATE KINASE) (UMP KINASE)
qcrA	<I>Rv2195</I>	Rv2195	7	Probable Rieske iron-sulfur protein QcrA
qcrB	<I>Rv2196</I>	Rv2196	7	Probable Ubiquinol-cytochrome C reductase QcrB (cytochrome B subunit)
qcrC	<I>Rv2194</I>	Rv2194	7	Probable Ubiquinol-cytochrome C reductase QcrC(cytochrome C subunit)
qor	<I>Rv1454c</I>	Rv1454c	7	PROBABLE QUINONE REDUCTASE QOR (NADPH:quinone reductase) (Zeta-crystallin homolog protein)
rbsK	<I>Rv2436</I>	Rv2436	7	RIBOKINASE RBSK
relA	<I>Rv2583c</I>	Rv2583c	7	PROBABLE GTP PYROPHOSPHOKINASE RELA (ATP:GTP 3'- PYROPHOSPHOTRANSFERASE) (PPGPP SYNTHETASE I) ((P)PPGPP SYNTHETASE) (GTP DIPHOSPHOKINASE)
ribA1	<I>ribA</I>, <I>Rv1940</I>	Rv1940	7	Probable Riboflavin biosynthesis protein ribA1 (GTP cyclohydrolase II)
ribA2	<I>Rv1415</I>	Rv1415	7	PROBABLE RIBOFLAVIN BIOSYNTHESIS PROTEIN RIBA2 : GTP cyclohydrolase II + 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase)
ribC	<I>Rv1412</I>	Rv1412	7	PROBABLE RIBOFLAVIN SYNTHASE ALPHA CHAIN RIBC (RIBE)
ribD	<I>ribG</I>, <I>Rv2671</I>	Rv2671	7	POSSIBLE BIFUNCTIONAL ENZYME RIBOFLAVIN BIOSYNTHESIS PROTEIN RIBD: DIAMINOHYDROXYPHOSPHORIBOSYLAMINOPYRIMIDINE DEAMINASE (RIBOFLAVIN-SPECIFIC DEAMINASE) + 5-AMINO-6-(5-PHOSPHORIBOSYLAMINO)URACIL REDUCTASE (HTP REDUCTASE)
ribF	<I>Rv2786c</I>	Rv2786c	7	PROBABLE BIFUNCTIONAL FAD SYNTHETASE/RIBOFLAVIN BIOSYNTHESIS PROTEIN RIBF: RIBOFLAVIN KINASE (FLAVOKINASE) + FMN ADENYLYLTRANSFERASE (FAD PYROPHOSPHORYLASE) (FAD SYNTHETASE)(FAD DIPHOSPHORYLASE) (FLAVIN ADENINE DINUCLEOTIDE SYNTHETASE)
ribG	<I>ribD</I>, <I>Rv1409</I>	Rv1409	7	PROBABLE BIFUNCTIONAL riboflavin biosynthesis protein RIBG : Diaminohydroxyphosphoribosylaminopyrimidine deaminase (Riboflavin-specific deaminase) + 5-amino-6-(5-phosphoribosylamino) uracil reductase (HTP reductase)
ribH	<I>Rv1416</I>	Rv1416	7	PROBABLE RIBOFLAVIN SYNTHASE BETA CHAIN RIBH (6,7-dimethyl-8-ribityllumazine synthase) (DMRL synthase) (Lumazine synthase)
rmlA	<I>rfbA</I>, <I>Rv0334</I>	Rv0334	7	ALPHA-D-GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE RMLA (DTDP-GLUCOSE SYNTHASE) (DTDP-GLUCOSE PYROPHOSPHORYLASE)
rmlB	<I>rfbB</I>, <I>Rv3464</I>	Rv3464	7	dTDP-GLUCOSE 4,6-DEHYDRATASE RMLB
rmlC	<I>rfbC</I>, <I>Rv3465</I>	Rv3465	7	dTDP-4-DEHYDRORHAMNOSE 3,5-EPIMERASE RMLC (dTDP-4-KETO-6-DEOXYGLUCOSE 3,5-EPIMERASE) (dTDP-L-RHAMNOSE SYNTHETASE) (THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE)
rmlD	<I>Rv3266c</I>	Rv3266c	7	dTDP-6-DEOXY-L-LYXO-4-HEXULOSE REDUCTASE RMLD (dTDP-RHAMNOSE MODIFICATION PROTEIN) (dTDP-RHAMNOSE BIOSYNTHESIS PROTEIN) (dTDP-RHAMNOSE SYNTHASE)
rocA	<I>Rv1187</I>	Rv1187	7	PROBABLE PYRROLINE-5-CARBOXYLATE DEHYDROGENASE ROCA
rocD1	<I>Rv2322c</I>	Rv2322c	7	PROBABLE ORNITHINE AMINOTRANSFERASE (N-terminus part) ROCD1 (ORNITHINE--OXO-ACID AMINOTRANSFERASE)
rocD2	<I>Rv2321c</I>	Rv2321c	7	PROBABLE ORNITHINE AMINOTRANSFERASE (C-terminus part) ROCD2 (ORNITHINE--OXO-ACID AMINOTRANSFERASE)
rpe	<I>Rv1408</I>	Rv1408	7	PROBABLE RIBULOSE-PHOSPHATE 3-EPIMERASE RPE (PPE) (R5P3E) (Pentose-5-phosphate 3-epimerase)
rpiB	<I>Rv2465c</I>	Rv2465c	7	RIBOSE-5-PHOSPHATE ISOMERASE
rubA	<I>Rv3251c</I>	Rv3251c	7	PROBABLE RUBREDOXIN RUBA
rubB	<I>Rv3250c</I>	Rv3250c	7	PROBABLE RUBREDOXIN RUBB
Rv0044c		Rv0044c	7	POSSIBLE OXIDOREDUCTASE
Rv0063		Rv0063	7	POSSIBLE OXIDOREDUCTASE
Rv0068		Rv0068	7	PROBABLE OXIDOREDUCTASE
Rv0075		Rv0075	7	PROBABLE AMINOTRANSFERASE
Rv0077c		Rv0077c	7	PROBABLE OXIDOREDUCTASE
Rv0082		Rv0082	7	PROBABLE OXIDOREDUCTASE
Rv0083		Rv0083	7	PROBABLE OXIDOREDUCTASE
Rv0089		Rv0089	7	POSSIBLE METHYLTRANSFERASE/METHYLASE
Rv0097		Rv0097	7	POSSIBLE OXIDOREDUCTASE
Rv0111		Rv0111	7	POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE
Rv0133		Rv0133	7	GCN5-RELATED N-ACETYLTRANSFERASE
Rv0139		Rv0139	7	POSSIBLE OXIDOREDUCTASE
Rv0147		Rv0147	7	PROBABLE ALDEHYDE DEHYDROGENASE (NAD+) DEPENDENT
Rv0148		Rv0148	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv0149		Rv0149	7	POSSIBLE QUINONE OXIDOREDUCTASE (NADPH:QUINONE OXIDOREDUCTASE) (ZETA-CRYSTALLIN)
Rv0161		Rv0161	7	POSSIBLE OXIDOREDUCTASE
Rv0183		Rv0183	7	POSSIBLE LYSOPHOSPHOLIPASE
Rv0187		Rv0187	7	PROBABLE O-METHYLTRANSFERASE
Rv0197		Rv0197	7	POSSIBLE OXIDOREDUCTASE
Rv0198c		Rv0198c	7	PROBABLE ZINC METALLOPROTEASE
Rv0208c		Rv0208c	7	HYPOTHETICAL METHLYTRANSFERASE (METHYLASE)
Rv0213c		Rv0213c	7	POSSIBLE METHYLTRANSFERASE (METHYLASE)
Rv0216		Rv0216	7	DOUBLE HOTDOG HYDRATASE
Rv0223c		Rv0223c	7	PROBABLE ALDEHYDE DEHYDROGENASE
Rv0224c		Rv0224c	7	POSSIBLE METHYLTRANSFERASE (METHYLASE)
Rv0228		Rv0228	7	PROBABLE INTEGRAL MEMBRANE ACYLTRANSFERASE
Rv0241c		Rv0241c	7	DOUBLE HOTDOG HYDRATASE
Rv0245		Rv0245	7	POSSIBLE OXIDOREDUCTASE
Rv0247c		Rv0247c	7	PROBABLE SUCCINATE DEHYDROGENASE [IRON-SULFUR SUBUNIT] (SUCCINIC DEHYDROGENASE)
Rv0248c		Rv0248c	7	PROBABLE SUCCINATE DEHYDROGENASE [IRON-SULFUR SUBUNIT] (SUCCINIC DEHYDROGENASE)
Rv0249c		Rv0249c	7	PROBABLE SUCCINATE DEHYDROGENASE [MEMBRANE ANCHOR SUBUNIT] (SUCCINIC DEHYDROGENASE)
Rv0296c	<I>atsG</I>	Rv0296c	7	PROBABLE SULFATASE
Rv0303		Rv0303	7	PROBABLE DEHYDROGENASE/REDUCTASE
Rv0306		Rv0306	7	PUTATIVE OXIDOREDUCTASE
Rv0315		Rv0315	7	POSSIBLE BETA-1,3-GLUCANASE PRECURSOR
Rv0316		Rv0316	7	POSSIBLE MUCONOLACTONE ISOMERASE
Rv0331		Rv0331	7	POSSIBLE DEHYDROGENASE/REDUCTASE
Rv0338c		Rv0338c	7	PROBABLE IRON-SULFUR-BINDING REDUCTASE
Rv0369c		Rv0369c	7	POSSIBLE MEMBRANE OXIDOREDUCTASE
Rv0370c		Rv0370c	7	POSSIBLE OXIDOREDUCTASE
Rv0373c		Rv0373c	7	PROBABLE CARBON MONOXYDE DEHYDROGENASE (LARGE CHAIN)
Rv0374c		Rv0374c	7	PROBABLE CARBON MONOXYDE DEHYDROGENASE (SMALL CHAIN)
Rv0375c		Rv0375c	7	PROBABLE CARBON MONOXYDE DEHYDROGENASE (MEDIUM CHAIN)
Rv0380c		Rv0380c	7	POSSIBLE RNA METHYLTRANSFERASE (RNA METHYLASE)
Rv0385		Rv0385	7	PROBABLE MONOOXYGENASE
Rv0439c		Rv0439c	7	PROBABLE DEHYDROGENASE/REDUCTASE
Rv0457c		Rv0457c	7	PROBABLE PEPTIDASE
Rv0458		Rv0458	7	PROBABLE ALDEHYDE DEHYDROGENASE
Rv0480c		Rv0480c	7	POSSIBLE AMIDOHYDROLASE
Rv0484c		Rv0484c	7	PROBABLE SHORT-CHAIN TYPE OXIDOREDUCTASE
Rv0492c		Rv0492c	7	PROBABLE OXIDOREDUCTASE GMC-TYPE
Rv0517		Rv0517	7	POSSIBLE MEMBRANE ACYLTRANSFERASE
Rv0520		Rv0520	7	POSSIBLE METHYLTRANSFERASE/METHYLASE (FRAGMENT)
Rv0521		Rv0521	7	POSSIBLE METHYLTRANSFERASE/METHYLASE (FRAGMENT)
Rv0526		Rv0526	7	POSSIBLE THIOREDOXIN PROTEIN (THIOL-DISULFIDE INTERCHANGE PROTEIN)
Rv0539		Rv0539	7	PROBABLE DOLICHYL-PHOSPHATE SUGAR SYNTHASE (DOLICHOL-PHOSPHATE SUGAR SYNTHETASE) (DOLICHOL-PHOSPHATE SUGAR TRANSFERASE) (SUGAR PHOSPHORYLDOLICHOL SYNTHASE)
Rv0547c		Rv0547c	7	POSSIBLE OXIDOREDUCTASE
Rv0560c		Rv0560c	7	POSSIBLE BENZOQUINONE METHYLTRANSFERASE (METHYLASE)
Rv0561c		Rv0561c	7	POSSIBLE OXIDOREDUCTASE
Rv0565c		Rv0565c	7	PROBABLE MONOOXYGENASE
Rv0567		Rv0567	7	PROBABLE METHYLTRANSFERASE/METHYLASE
Rv0575c		Rv0575c	7	POSSIBLE OXIDOREDUCTASE
Rv0636		Rv0636	7	SINGLE HOTDOG HYDRATASE, HOMODIMER
Rv0648		Rv0648	7	ALPHA-MANNOSIDASE
Rv0650		Rv0650	7	POSSIBLE SUGAR KINASE
Rv0654		Rv0654	7	PROBABLE DIOXYGENASE
Rv0669c		Rv0669c	7	POSSIBLE HYDROLASE
Rv0687		Rv0687	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv0688		Rv0688	7	PUTATIVE FERREDOXIN REDUCTASE
Rv0696		Rv0696	7	PROBABLE MEMBRANE SUGAR TRANSFERASE
Rv0697		Rv0697	7	PROBABLE DEHYDROGENASE
Rv0763c		Rv0763c	7	POSSIBLE FERREDOXIN
Rv0765c		Rv0765c	7	PROBABLE OXIDOREDUCTASE
Rv0769		Rv0769	7	PROBABLE DEHYDROGENASE/REDUCTASE
Rv0770		Rv0770	7	PROBABLE DEHYDROGENASE/REDUCTASE
Rv0771		Rv0771	7	POSSIBLE 4-CARBOXYMUCONOLACTONE DECARBOXYLASE (CMD)
Rv0794c	<I>lpdB</I>	Rv0794c	7	PROBABLE OXIDOREDUCTASE
Rv0812	<I>pabC</I>	Rv0812	7	PROBABLE AMINO ACID AMINOTRANSFERASE
Rv0828c		Rv0828c	7	POSSIBLE DEAMINASE
Rv0843		Rv0843	7	PROBABLE DEHYDROGENASE
Rv0846c		Rv0846c	7	PROBABLE OXIDASE
Rv0851c		Rv0851c	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv0858c		Rv0858c	7	PROBABLE AMINOTRANSFERASE
Rv0881		Rv0881	7	POSSIBLE RRNA METHYLTRANSFERASE (RRNA METHYLASE)
Rv0892		Rv0892	7	PROBABLE MONOOXYGENASE
Rv0897c		Rv0897c	7	PROBABLE OXIDOREDUCTASE
Rv0913c		Rv0913c	7	POSSIBLE DIOXYGENASE
Rv0927c		Rv0927c	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv0938		Rv0938	7	POSSIBLE ATP DEPENDENT DNA LIGASE (ATP DEPENDENT POLYDEOXYRIBONUCLEOTIDE SYNTHASE) (THERMOSTABLE DNA LIGASE) (ATP DEPENDENT POLYNUCLEOTIDE LIGASE) (SEALASE) (DNA REPAIR ENZYME) (DNA JOINASE)
Rv0939		Rv0939	7	POSSIBLE BIFUNCTIONAL ENZYME: 2-HYDROXYHEPTA-2,4-DIENE-1,7-DIOATE ISOMERASE (HHDD ISOMERASE) + CYCLASE/DEHYDRASE
Rv0940c		Rv0940c	7	POSSIBLE OXIDOREDUCTASE
Rv0943c		Rv0943c	7	PROBABLE MONOOXYGENASE
Rv0945		Rv0945	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv0953c		Rv0953c	7	POSSIBLE OXIDOREDUCTASE
Rv0958		Rv0958	7	POSSIBLE MAGNESIUM CHELATASE
Rv1050		Rv1050	7	PROBABLE OXIDOREDUCTASE
Rv1096		Rv1096	7	POSSIBLE GLYCOSYL HYDROLASE
Rv1104		Rv1104	7	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT)
Rv1105		Rv1105	7	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT)
Rv1106c		Rv1106c	7	3-beta-hydroxysteroid dehydrogenase
Rv1138c		Rv1138c	7	POSSIBLE OXIDOREDUCTASE
Rv1144		Rv1144	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv1178		Rv1178	7	PROBABLE AMINOTRANSFERASE
Rv1188		Rv1188	7	PROBABLE PROLINE DEHYDROGENASE
Rv1201c		Rv1201c	7	PROBABLE TRANSFERASE
Rv1212c		Rv1212c	7	PUTATIVE GLYCOSYL TRANSFERASE
Rv1220c		Rv1220c	7	PROBABLE METHYLTRANSFERASE
Rv1245c		Rv1245c	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv1254		Rv1254	7	PROBABLE ACYLTRANSFERASE
Rv1257c		Rv1257c	7	PROBABLE OXIDOREDUCTASE
Rv1260		Rv1260	7	PROBABLE OXIDOREDUCTASE
Rv1264		Rv1264	7	ADENYLYL CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLATE CYCLASE)
Rv1279		Rv1279	7	PROBABLE DEHYDROGENASE FAD flavoprotein GMC oxidoreductase
Rv1318c		Rv1318c	7	POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE)
Rv1319c		Rv1319c	7	POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE)
Rv1320c		Rv1320c	7	POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE)
Rv1324		Rv1324	7	POSSIBLE THIOREDOXIN
Rv1333		Rv1333	7	PROBABLE HYDROLASE
Rv1360		Rv1360	7	PROBABLE OXIDOREDUCTASE
Rv1373		Rv1373	7	GLYCOLIPID SULFOTRANSFERASE
Rv1377c		Rv1377c	7	PUTATIVE TRANSFERASE
Rv1393c		Rv1393c	7	PROBABLE MONOXYGENASE
Rv1403c		Rv1403c	7	PUTATIVE METHYLTRANSFERASE
Rv1405c		Rv1405c	7	PUTATIVE METHYLTRANSFERASE
Rv1432		Rv1432	7	PROBABLE DEHYDROGENASE
Rv1465		Rv1465	7	POSSIBLE NITROGEN FIXATION RELATED PROTEIN
Rv1498c		Rv1498c	7	PROBABLE METHYLTRANSFERASE
Rv1500		Rv1500	7	PROBABLE GLYCOSYLTRANSFERASE
Rv1516c		Rv1516c	7	probable sugar transferase
Rv1520		Rv1520	7	probable sugar transferase
Rv1523		Rv1523	7	Probable methyltransferase
Rv1524		Rv1524	7	Probable glycosyltransferase
Rv1526c		Rv1526c	7	Probable glycosyltransferase
Rv1692		Rv1692	7	PROBABLE PHOSPHATASE
Rv1703c		Rv1703c	7	Probable catechol-o-methyltransferase
Rv1714		Rv1714	7	Probable oxidoreductase
Rv1723		Rv1723	7	PROBABLE HYDROLASE
Rv1726		Rv1726	7	PROBABLE OXIDOREDUCTASE
Rv1751		Rv1751	7	PROBABLE OXIDOREDUCTASE
Rv1771		Rv1771	7	L-gulono-1,4-lactone dehydrogenase
Rv1774		Rv1774	7	PROBABLE OXIDOREDUCTASE
Rv1786		Rv1786	7	PROBABLE FERREDOXIN
Rv1812c		Rv1812c	7	PROBABLE DEHYDROGENASE
Rv1817		Rv1817	7	POSSIBLE FLAVOPROTEIN
Rv1833c		Rv1833c	7	Possible haloalkane dehalogenase
Rv1855c		Rv1855c	7	POSSIBLE OXIDOREDUCTASE
Rv1856c		Rv1856c	7	POSSIBLE OXIDOREDUCTASE
Rv1865c		Rv1865c	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE
Rv1869c		Rv1869c	7	Probable reductase
Rv1882c		Rv1882c	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv1895		Rv1895	7	POSSIBLE DEHYDROGENASE
Rv1928c		Rv1928c	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv1936		Rv1936	7	POSSIBLE MONOOXYGENASE
Rv1937		Rv1937	7	POSSIBLE OXYGENASE
Rv1939		Rv1939	7	PROBABLE OXIDOREDUCTASE
Rv1941		Rv1941	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv1988		Rv1988	7	PROBABLE METHYLTRANSFERASE
Rv1990A		Rv1990A	7	POSSIBLE DEHYDROGENASE (FRAGMENT)
Rv2036		Rv2036	7	CONSERVED HYPOTHETICAL PROTEIN
Rv2073c		Rv2073c	7	Probable shortchain dehydrogenase
Rv2118c		Rv2118c	7	POSSIBLE RNA METHYLTRANSFERASE
Rv2129c		Rv2129c	7	Probable oxidoreductase
Rv2141c	<I>dapE2</I>	Rv2141c	7	CONSERVED HYPOTHETICAL PROTEIN
Rv2161c		Rv2161c	7	CONSERVED HYPOTHETICAL PROTEIN
Rv2250A		Rv2250A	7	POSSIBLE FLAVOPROTEIN
Rv2251		Rv2251	7	POSSIBLE FLAVOPROTEIN
Rv2263		Rv2263	7	Possible oxidoreductase
Rv2277c		Rv2277c	7	Possible glycerolphosphodiesterase
Rv2280		Rv2280	7	Probable dehydrogenase
Rv2294		Rv2294	7	Probable aminotransferase
Rv2296		Rv2296	7	Probable haloalkane dehalogenase
Rv2419c		Rv2419c	7	PROBABLE PHOSPHOGLYCERATE MUTASE (PHOSPHOGLYCEROMUTASE)
Rv2435c		Rv2435c	7	PROBABLE CYCLASE (ADENYLYL- OR GUANYLYL-)(ADENYLATE- OR GUANYLATE-)
Rv2454c		Rv2454c	7	PROBABLE OXIDOREDUCTASE (BETA SUBUNIT)
Rv2455c		Rv2455c	7	PROBABLE OXIDOREDUCTASE (ALPHA SUBUNIT)
Rv2499c		Rv2499c	7	POSSIBLE OXIDASE REGULATORY-RELATED PROTEIN
Rv2509		Rv2509	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv2531c	<I>adi</I>	Rv2531c	7	PROBABLE AMINO ACID DECARBOXYLASE
Rv2622		Rv2622	7	POSSIBLE METHYLTRANSFERASE (METHYLASE)
Rv2672		Rv2672	7	POSSIBLE SECRETED PROTEASE
Rv2715		Rv2715	7	POSSIBLE HYDROLASE
Rv2739c		Rv2739c	7	POSSIBLE ALANINE RICH TRANSFERASE
Rv2750		Rv2750	7	PROBABLE DEHYDROGENASE
Rv2765		Rv2765	7	PROBABLE ALANINE RICH HYDROLASE
Rv2766c	<I>fabG5</I>	Rv2766c	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv2776c		Rv2776c	7	PROBABLE OXIDOREDUCTASE
Rv2781c		Rv2781c	7	POSSIBLE ALANINE RICH OXIDOREDUCTASE
Rv2800		Rv2800	7	POSSIBLE HYDROLASE
Rv2850c		Rv2850c	7	POSSIBLE MAGNESIUM CHELATASE
Rv2857c		Rv2857c	7	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
Rv2859c		Rv2859c	7	POSSIBLE AMIDOTRANSFERASE
Rv2893		Rv2893	7	POSSIBLE OXIDOREDUCTASE
Rv2913c		Rv2913c	7	POSSIBLE D-AMINO ACID AMINOHYDROLASE (D-AMINO ACID HYDROLASE)
Rv2951c		Rv2951c	7	POSSIBLE OXIDOREDUCTASE
Rv2952		Rv2952	7	POSSIBLE METHYLTRANSFERASE (METHYLASE)
Rv2957		Rv2957	7	POSSIBLE GLYCOSYL TRANSFERASE
Rv2958c		Rv2958c	7	POSSIBLE GLYCOSYL TRANSFERASE
Rv2959c		Rv2959c	7	POSSIBLE METHYLTRANSFERASE (METHYLASE)
Rv2962c		Rv2962c	7	POSSIBLE GLYCOSYL TRANSFERASE
Rv2966c		Rv2966c	7	POSSIBLE METHYLTRANSFERASE (METHYLASE)
Rv2971		Rv2971	7	PROBABLE OXIDOREDUCTASE
Rv2993c		Rv2993c	7	POSSIBLE 2-HYDROXYHEPTA-2,4-DIENE-1,7-DIOATE ISOMERASE (HHDD ISOMERASE)
Rv2997		Rv2997	7	POSSIBLE ALANINE RICH DEHYDROGENASE
